Entity,Code,Year,net_traded_deforestation
Afghanistan,AFG,2005,356.6246693651805
Afghanistan,AFG,2006,102.64647573179681
Afghanistan,AFG,2007,156.67704024331698
Afghanistan,AFG,2008,270.48644663160246
Afghanistan,AFG,2009,583.7729544845712
Afghanistan,AFG,2010,1132.6910257886716
Afghanistan,AFG,2011,663.5228874411983
Afghanistan,AFG,2012,687.7361328842524
Afghanistan,AFG,2013,652.5711055251784
Albania,ALB,2005,1185.5533534199276
Albania,ALB,2006,1192.7558998361576
Albania,ALB,2007,1531.7300706798744
Albania,ALB,2008,1189.1510915920544
Albania,ALB,2009,674.4554302094248
Albania,ALB,2010,512.1313540117171
Albania,ALB,2011,346.0120941842915
Albania,ALB,2012,352.01699986035965
Albania,ALB,2013,266.499757225104
Algeria,DZA,2005,17239.677663456114
Algeria,DZA,2006,15142.862547312174
Algeria,DZA,2007,14098.74361990599
Algeria,DZA,2008,15064.945573936753
Algeria,DZA,2009,18038.98023391339
Algeria,DZA,2010,14782.037738591474
Algeria,DZA,2011,16726.094778202816
Algeria,DZA,2012,20073.437054291717
Algeria,DZA,2013,17950.332797702176
Angola,AGO,2005,3863.5465605495265
Angola,AGO,2006,5713.716229579921
Angola,AGO,2007,6735.064104382793
Angola,AGO,2008,9256.015920108359
Angola,AGO,2009,5571.552175441189
Angola,AGO,2010,4178.190915633371
Angola,AGO,2011,5272.762214577699
Angola,AGO,2012,6173.493391496886
Angola,AGO,2013,5791.469391056773
Argentina,ARG,2005,-132792.12698599623
Argentina,ARG,2006,-138406.47622735897
Argentina,ARG,2007,-130740.6388239275
Argentina,ARG,2008,-140158.1874293388
Argentina,ARG,2009,-173970.37799903375
Argentina,ARG,2010,-152541.78768088884
Argentina,ARG,2011,-198106.64930250074
Argentina,ARG,2012,-248202.9460188703
Argentina,ARG,2013,-163833.48598738338
Armenia,ARM,2005,392.20574232820974
Armenia,ARM,2006,336.86866525670496
Armenia,ARM,2007,350.66497271095466
Armenia,ARM,2008,421.25692049559177
Armenia,ARM,2009,370.16919303820123
Armenia,ARM,2010,513.5747353421419
Armenia,ARM,2011,384.0458332399735
Armenia,ARM,2012,385.74720813413273
Armenia,ARM,2013,433.90427657363864
Aruba,ABW,2005,945.5230016467336
Aruba,ABW,2006,930.2895642438159
Aruba,ABW,2007,733.3348643722943
Aruba,ABW,2008,819.2302295396174
Aruba,ABW,2009,247.85487066203257
Aruba,ABW,2010,224.03141384201447
Aruba,ABW,2011,148.55131235975176
Aruba,ABW,2012,146.98547463782222
Aruba,ABW,2013,137.89598724919168
Australia,AUS,2005,-31662.449018521096
Australia,AUS,2006,-28580.970258986978
Australia,AUS,2007,-20445.08179893614
Australia,AUS,2008,-9997.944998526065
Australia,AUS,2009,-11911.745983730034
Australia,AUS,2010,-15258.97102230502
Australia,AUS,2011,-12292.851164238422
Australia,AUS,2012,-10031.455414948217
Australia,AUS,2013,-33257.59509830948
Austria,AUT,2005,3249.590435925199
Austria,AUT,2006,3189.1081311816138
Austria,AUT,2007,3124.47690808923
Austria,AUT,2008,2825.24750889466
Austria,AUT,2009,2996.258703601298
Austria,AUT,2010,2908.5189438873144
Austria,AUT,2011,3078.8971968295195
Austria,AUT,2012,2973.2592103286865
Austria,AUT,2013,2419.8153219014357
Azerbaijan,AZE,2005,506.9372207491136
Azerbaijan,AZE,2006,565.5611193200065
Azerbaijan,AZE,2007,633.0649266170088
Azerbaijan,AZE,2008,733.2650190154353
Azerbaijan,AZE,2009,719.523197000162
Azerbaijan,AZE,2010,729.0495624922095
Azerbaijan,AZE,2011,761.2058639278591
Azerbaijan,AZE,2012,1084.604940867554
Azerbaijan,AZE,2013,903.3685955874997
Bahamas,BHS,2005,150.15736740233362
Bahamas,BHS,2006,82.48117009638136
Bahamas,BHS,2007,120.7914067626192
Bahamas,BHS,2008,82.8964304629489
Bahamas,BHS,2009,123.18015608136048
Bahamas,BHS,2010,129.75353411914836
Bahamas,BHS,2011,133.4948488735901
Bahamas,BHS,2012,190.41770572716578
Bahamas,BHS,2013,148.01215678148782
Bahrain,BHR,2005,537.082093268796
Bahrain,BHR,2006,484.15357396891824
Bahrain,BHR,2007,487.6440798037008
Bahrain,BHR,2008,408.0077854089194
Bahrain,BHR,2009,490.92598594549736
Bahrain,BHR,2010,1559.5505155840424
Bahrain,BHR,2011,889.320076310925
Bahrain,BHR,2012,970.2994831285353
Bahrain,BHR,2013,755.1940543340071
Bangladesh,BGD,2005,7350.980885306231
Bangladesh,BGD,2006,15564.53976393033
Bangladesh,BGD,2007,21543.28328436788
Bangladesh,BGD,2008,11524.335758070469
Bangladesh,BGD,2009,18150.60745664291
Bangladesh,BGD,2010,16526.292840401213
Bangladesh,BGD,2011,19286.037160680185
Bangladesh,BGD,2012,17000.351119431678
Bangladesh,BGD,2013,15254.353532863046
Barbados,BRB,2005,154.86964698078185
Barbados,BRB,2006,118.5047238040591
Barbados,BRB,2007,158.20516316399295
Barbados,BRB,2008,120.26802412466834
Barbados,BRB,2009,154.84286436842882
Barbados,BRB,2010,141.13482560489464
Barbados,BRB,2011,197.640589583744
Barbados,BRB,2012,112.16089080270949
Barbados,BRB,2013,155.30013989821393
Belarus,BLR,2005,897.0999102038485
Belarus,BLR,2006,1041.260443768123
Belarus,BLR,2007,812.6171200315501
Belarus,BLR,2008,1015.1251065876716
Belarus,BLR,2009,1078.2592240400238
Belarus,BLR,2010,965.3895528824098
Belarus,BLR,2011,1293.240316656072
Belarus,BLR,2012,1719.3441451542033
Belarus,BLR,2013,1062.0361039063741
Belgium,BEL,2005,12588.616692041902
Belgium,BEL,2006,15538.825245090842
Belgium,BEL,2007,13476.1546803797
Belgium,BEL,2008,13660.343421195357
Belgium,BEL,2009,14655.204786694023
Belgium,BEL,2010,11481.467259347153
Belgium,BEL,2011,11437.457491538667
Belgium,BEL,2012,10251.305417852986
Belgium,BEL,2013,8520.40599977923
Belize,BLZ,2005,-101.18501016896005
Belize,BLZ,2006,2.360214729236816
Belize,BLZ,2007,36.58147554111224
Belize,BLZ,2008,-92.40056718431413
Belize,BLZ,2009,-84.67613170095512
Belize,BLZ,2010,-241.61959398430758
Belize,BLZ,2011,-347.68230363326074
Belize,BLZ,2012,-417.870476404428
Belize,BLZ,2013,-334.9312134979548
Benin,BEN,2005,145.05747746472753
Benin,BEN,2006,1133.2685789072975
Benin,BEN,2007,1188.0722524699768
Benin,BEN,2008,1680.9260771697345
Benin,BEN,2009,1288.2970251157394
Benin,BEN,2010,933.5392468342543
Benin,BEN,2011,2531.96932879864
Benin,BEN,2012,554.1518641067964
Benin,BEN,2013,471.97277923215734
Bermuda,BMU,2005,48.13399357728148
Bermuda,BMU,2006,42.08651838891179
Bermuda,BMU,2007,30.410989862161337
Bermuda,BMU,2008,24.458130278476933
Bermuda,BMU,2009,20.234669614114456
Bermuda,BMU,2010,19.974224171064442
Bermuda,BMU,2011,14.730552020380609
Bermuda,BMU,2012,14.334305986870257
Bermuda,BMU,2013,16.248051428864517
Bhutan,BTN,2005,0.8112317184047697
Bhutan,BTN,2006,0.3546713401923398
Bhutan,BTN,2007,2.720571348018325
Bhutan,BTN,2008,7.366165771671717
Bhutan,BTN,2009,8.003740219524389
Bhutan,BTN,2010,22.656169075785215
Bhutan,BTN,2011,11.789874594400658
Bhutan,BTN,2012,23.20239569624431
Bhutan,BTN,2013,3.8421008294910735
Bosnia and Herzegovina,BIH,2005,835.4043657458707
Bosnia and Herzegovina,BIH,2006,1034.2814581774342
Bosnia and Herzegovina,BIH,2007,927.4697520673238
Bosnia and Herzegovina,BIH,2008,888.0966309760327
Bosnia and Herzegovina,BIH,2009,706.1314863358123
Bosnia and Herzegovina,BIH,2010,561.1491182849487
Bosnia and Herzegovina,BIH,2011,481.3237411861324
Bosnia and Herzegovina,BIH,2012,551.6481902118034
Bosnia and Herzegovina,BIH,2013,533.1941440209536
Botswana,BWA,2005,2.4345447517444114
Botswana,BWA,2006,26.81745529757994
Botswana,BWA,2007,355.4899395069313
Botswana,BWA,2008,317.35382542697363
Botswana,BWA,2009,518.1113267976992
Botswana,BWA,2010,729.5391387415025
Botswana,BWA,2011,423.12592511604385
Botswana,BWA,2012,1225.3033518740124
Botswana,BWA,2013,954.2185153865009
Brazil,BRA,2005,-490102.685177424
Brazil,BRA,2006,-447555.8736959181
Brazil,BRA,2007,-367228.614043216
Brazil,BRA,2008,-249158.06227307604
Brazil,BRA,2009,-193571.99998918734
Brazil,BRA,2010,-216446.52591232234
Brazil,BRA,2011,-221182.0428120338
Brazil,BRA,2012,-300611.9940675446
Brazil,BRA,2013,-329112.99874438066
Brunei,BRN,2005,-77.9410464425415
Brunei,BRN,2006,99.24300124988929
Brunei,BRN,2007,-360.5443357868885
Brunei,BRN,2008,80.06216633172221
Brunei,BRN,2009,104.76442630636996
Brunei,BRN,2010,134.45174040648988
Brunei,BRN,2011,164.9779942095613
Brunei,BRN,2012,214.25824788898933
Brunei,BRN,2013,240.30952776352365
Bulgaria,BGR,2005,9578.184352500182
Bulgaria,BGR,2006,10710.997790877429
Bulgaria,BGR,2007,1363.9428158036278
Bulgaria,BGR,2008,1401.0656743337374
Bulgaria,BGR,2009,1651.106294732525
Bulgaria,BGR,2010,1455.3684041551248
Bulgaria,BGR,2011,1476.3830061993588
Bulgaria,BGR,2012,1481.1377273225226
Bulgaria,BGR,2013,1423.7521503901348
Burkina Faso,BFA,2005,147.45587359047363
Burkina Faso,BFA,2006,188.12844028746207
Burkina Faso,BFA,2007,171.0079163725848
Burkina Faso,BFA,2008,130.47285022942023
Burkina Faso,BFA,2009,609.3021917910625
Burkina Faso,BFA,2010,521.0733667085123
Burkina Faso,BFA,2011,581.1435755907581
Burkina Faso,BFA,2012,460.7926218548953
Burkina Faso,BFA,2013,609.3316007631956
Burundi,BDI,2005,45.11959099667445
Burundi,BDI,2006,137.67580050802644
Burundi,BDI,2007,162.19256166457967
Burundi,BDI,2008,95.96091136015411
Burundi,BDI,2009,53.528385846371975
Burundi,BDI,2010,121.57954486198923
Burundi,BDI,2011,103.18298176604617
Burundi,BDI,2012,510.3270182886665
Burundi,BDI,2013,214.15436556360714
Cambodia,KHM,2005,292.0745146947811
Cambodia,KHM,2006,457.0806251560716
Cambodia,KHM,2007,469.8645259249315
Cambodia,KHM,2008,-223.9960931696114
Cambodia,KHM,2009,-553.6565712121483
Cambodia,KHM,2010,-721.0738348898703
Cambodia,KHM,2011,-709.2020426257404
Cambodia,KHM,2012,-1951.6016806203734
Cambodia,KHM,2013,-732.9837968066859
Cameroon,CMR,2005,-910.4729926955752
Cameroon,CMR,2006,-1465.5855413139434
Cameroon,CMR,2007,-1675.4964206574914
Cameroon,CMR,2008,-1537.04168168467
Cameroon,CMR,2009,-1461.3802358960238
Cameroon,CMR,2010,-2101.0266567465515
Cameroon,CMR,2011,-1747.159894294433
Cameroon,CMR,2012,-1051.8721615851755
Cameroon,CMR,2013,-335.6354398275944
Canada,CAN,2005,5387.216305163992
Canada,CAN,2006,5533.022948961417
Canada,CAN,2007,6331.469014438771
Canada,CAN,2008,5030.494172099739
Canada,CAN,2009,5503.007116610943
Canada,CAN,2010,6050.570249285576
Canada,CAN,2011,5542.45849958118
Canada,CAN,2012,5744.721993414849
Canada,CAN,2013,5401.245027811636
Cape Verde,CPV,2005,169.22093409576277
Cape Verde,CPV,2006,224.55879563911395
Cape Verde,CPV,2007,234.88057120818314
Cape Verde,CPV,2008,230.85391778273953
Cape Verde,CPV,2009,192.1515738640043
Cape Verde,CPV,2010,201.1332243283056
Cape Verde,CPV,2011,206.31665545701492
Cape Verde,CPV,2012,225.2958451440197
Cape Verde,CPV,2013,279.15633031983765
Cayman Islands,CYM,2005,5123.366656466503
Cayman Islands,CYM,2006,6627.429200334626
Cayman Islands,CYM,2007,4493.96286534038
Cayman Islands,CYM,2008,743.636878186115
Cayman Islands,CYM,2009,1747.0790222961593
Cayman Islands,CYM,2010,25.41865991569353
Cayman Islands,CYM,2011,45.87063517438265
Cayman Islands,CYM,2012,217.78160134625747
Cayman Islands,CYM,2013,35.20645052364823
Central African Republic,CAF,2005,21.300416107085766
Central African Republic,CAF,2006,-3.405810129523161
Central African Republic,CAF,2007,-225.61445267346153
Central African Republic,CAF,2008,-177.53228271724038
Central African Republic,CAF,2009,31.139228454492695
Central African Republic,CAF,2010,0.7980741706905974
Central African Republic,CAF,2011,-150.54119109118665
Central African Republic,CAF,2012,-96.75650783237825
Central African Republic,CAF,2013,-88.46050934509503
Chad,TCD,2005,23.27539023393183
Chad,TCD,2006,5.595792485992206
Chad,TCD,2007,14.352729207970242
Chad,TCD,2008,14.903830669284616
Chad,TCD,2009,73.54301571620272
Chad,TCD,2010,159.23435709432215
Chad,TCD,2011,-6.139722346264534
Chad,TCD,2012,-12.311782388638676
Chad,TCD,2013,-6.682348948118488
Chile,CHL,2005,24507.61878068962
Chile,CHL,2006,19376.443497283217
Chile,CHL,2007,36449.636977112
Chile,CHL,2008,33276.223681592
Chile,CHL,2009,37190.15251931227
Chile,CHL,2010,31897.148720356283
Chile,CHL,2011,27696.423339328885
Chile,CHL,2012,25361.676389948836
Chile,CHL,2013,26662.602775021704
China,CHN,2005,149357.91818933285
China,CHN,2006,171139.46372269062
China,CHN,2007,154436.96259728135
China,CHN,2008,150654.10159678847
China,CHN,2009,188946.85510863992
China,CHN,2010,215512.26091769637
China,CHN,2011,220344.3150551685
China,CHN,2012,276111.32343920815
China,CHN,2013,270174.0556825453
Colombia,COL,2005,7598.470796690381
Colombia,COL,2006,4567.15366062519
Colombia,COL,2007,-1346.9322337335907
Colombia,COL,2008,-9464.127859002663
Colombia,COL,2009,2472.8568591198127
Colombia,COL,2010,11453.281163531428
Colombia,COL,2011,12617.380050784006
Colombia,COL,2012,15013.3652642722
Colombia,COL,2013,6077.618752075781
Congo,COG,2005,-936.4587347012712
Congo,COG,2006,-798.216944492051
Congo,COG,2007,-745.8023830311977
Congo,COG,2008,-61.47393585044483
Congo,COG,2009,1880.2971175733765
Congo,COG,2010,-753.243184265486
Congo,COG,2011,-554.2207797384544
Congo,COG,2012,-1815.4400877191947
Congo,COG,2013,-2299.8540291462086
Cook Islands,COK,2005,1.200044017036242
Cook Islands,COK,2006,1.2148571676952704
Cook Islands,COK,2007,3.2675781650302524
Cook Islands,COK,2008,4.45409703005781
Cook Islands,COK,2009,3.9468958206646887
Cook Islands,COK,2010,7.90036868695242
Cook Islands,COK,2011,4.010689537372227
Cook Islands,COK,2012,5.015614895881695
Cook Islands,COK,2013,4.781795490609457
Costa Rica,CRI,2005,594.4111379442688
Costa Rica,CRI,2006,194.85673522335992
Costa Rica,CRI,2007,109.61539662881978
Costa Rica,CRI,2008,-343.0692298143631
Costa Rica,CRI,2009,-1231.801503329054
Costa Rica,CRI,2010,-1799.567293934835
Costa Rica,CRI,2011,-1539.6451879507213
Costa Rica,CRI,2012,-1521.324062394703
Costa Rica,CRI,2013,-369.43960635786607
Cote d'Ivoire,CIV,2005,-35595.98850473291
Cote d'Ivoire,CIV,2006,-43470.80351401084
Cote d'Ivoire,CIV,2007,-39956.39021802004
Cote d'Ivoire,CIV,2008,-32196.790279983565
Cote d'Ivoire,CIV,2009,-28417.448994664155
Cote d'Ivoire,CIV,2010,-15571.20878516233
Cote d'Ivoire,CIV,2011,-7470.613131337035
Cote d'Ivoire,CIV,2012,-2352.3699071651627
Cote d'Ivoire,CIV,2013,-3246.5942171181487
Croatia,HRV,2005,1631.4015496348482
Croatia,HRV,2006,1706.7051742954989
Croatia,HRV,2007,1588.3840849779313
Croatia,HRV,2008,1120.2330697083967
Croatia,HRV,2009,903.6928756621978
Croatia,HRV,2010,818.6889584583935
Croatia,HRV,2011,733.3937890391115
Croatia,HRV,2012,915.0281007629586
Croatia,HRV,2013,741.4627994139273
Cuba,CUB,2005,2139.6619292406613
Cuba,CUB,2006,2748.2506836804787
Cuba,CUB,2007,1269.1619656694438
Cuba,CUB,2008,1604.2972848487498
Cuba,CUB,2009,638.2049164945329
Cuba,CUB,2010,1732.569654400506
Cuba,CUB,2011,1824.806725029539
Cuba,CUB,2012,2115.750544185348
Cuba,CUB,2013,2297.3397464900117
Cyprus,CYP,2005,588.4429074100572
Cyprus,CYP,2006,528.1658367893812
Cyprus,CYP,2007,585.6011080916803
Cyprus,CYP,2008,677.7359038013749
Cyprus,CYP,2009,643.2283284270792
Cyprus,CYP,2010,456.11392148681455
Cyprus,CYP,2011,386.8002215653389
Cyprus,CYP,2012,452.73472324456554
Cyprus,CYP,2013,367.7911922539811
Democratic Republic of Congo,COD,2005,701.0775392677533
Democratic Republic of Congo,COD,2006,660.1088237481454
Democratic Republic of Congo,COD,2007,1378.3254617562343
Democratic Republic of Congo,COD,2008,1437.695382201433
Democratic Republic of Congo,COD,2009,-1722.0653776262188
Democratic Republic of Congo,COD,2010,-176.66817215557967
Democratic Republic of Congo,COD,2011,1341.2695277262537
Democratic Republic of Congo,COD,2012,1437.8879568167176
Democratic Republic of Congo,COD,2013,1530.4970263694559
Denmark,DNK,2005,5967.090391882574
Denmark,DNK,2006,5191.716871511955
Denmark,DNK,2007,4730.60381099486
Denmark,DNK,2008,3985.135589593306
Denmark,DNK,2009,4432.20328821127
Denmark,DNK,2010,4020.9575960294637
Denmark,DNK,2011,4341.193227885779
Denmark,DNK,2012,4052.355998732073
Denmark,DNK,2013,2959.179475920687
Djibouti,DJI,2005,397.7590565474455
Djibouti,DJI,2006,1366.587473773464
Djibouti,DJI,2007,1456.1584044232563
Djibouti,DJI,2008,1135.0944489883334
Djibouti,DJI,2009,1464.7568636923972
Djibouti,DJI,2010,1454.1649202408128
Djibouti,DJI,2011,2598.7994765574495
Djibouti,DJI,2012,4310.76149152313
Djibouti,DJI,2013,3679.354354821133
Dominica,DMA,2005,6.623912702171776
Dominica,DMA,2006,5.1428391298865765
Dominica,DMA,2007,1.7636065100445744
Dominica,DMA,2008,2.1941716913083136
Dominica,DMA,2009,2.701826305288045
Dominica,DMA,2010,1.7783755346300025
Dominica,DMA,2011,2.2188355659985595
Dominica,DMA,2012,0.6779192406687001
Dominica,DMA,2013,0.8473112757999801
Dominican Republic,DOM,2005,1231.5808307116695
Dominican Republic,DOM,2006,852.6959761740054
Dominican Republic,DOM,2007,742.5790618060437
Dominican Republic,DOM,2008,694.0168696619676
Dominican Republic,DOM,2009,504.787172907425
Dominican Republic,DOM,2010,1343.5560874112944
Dominican Republic,DOM,2011,1279.1457881279075
Dominican Republic,DOM,2012,3256.8486943780135
Dominican Republic,DOM,2013,1973.1271202705066
Ecuador,ECU,2005,2244.0419371890566
Ecuador,ECU,2006,2774.657866000889
Ecuador,ECU,2007,-1350.5935830681701
Ecuador,ECU,2008,-3808.787069461352
Ecuador,ECU,2009,-2888.694932805687
Ecuador,ECU,2010,-2057.5769602621294
Ecuador,ECU,2011,-3836.022945533692
Ecuador,ECU,2012,-1247.8393703510865
Ecuador,ECU,2013,1392.057077531419
Egypt,EGY,2005,33335.086190789356
Egypt,EGY,2006,43019.4859379726
Egypt,EGY,2007,32990.7649992355
Egypt,EGY,2008,24412.131508575723
Egypt,EGY,2009,12105.37014990676
Egypt,EGY,2010,37419.87856421033
Egypt,EGY,2011,28900.207288248283
Egypt,EGY,2012,42109.50822103115
Egypt,EGY,2013,41018.8744264195
El Salvador,SLV,2005,4134.13990785292
El Salvador,SLV,2006,4171.215131105448
El Salvador,SLV,2007,4651.083902468155
El Salvador,SLV,2008,5230.7139621023
El Salvador,SLV,2009,5675.754509684828
El Salvador,SLV,2010,4882.621330708227
El Salvador,SLV,2011,4223.497514890147
El Salvador,SLV,2012,3436.425769498533
El Salvador,SLV,2013,2557.5651904220294
Equatorial Guinea,GNQ,2005,282.2279090514494
Equatorial Guinea,GNQ,2006,161.80836800291968
Equatorial Guinea,GNQ,2007,284.6623736248669
Equatorial Guinea,GNQ,2008,282.46515732126176
Equatorial Guinea,GNQ,2009,194.47879173924247
Equatorial Guinea,GNQ,2010,128.21684526535486
Equatorial Guinea,GNQ,2011,194.2103533298927
Equatorial Guinea,GNQ,2012,188.7676029895331
Equatorial Guinea,GNQ,2013,200.0326345717956
Eritrea,ERI,2005,81.81289685843423
Eritrea,ERI,2006,36.22651734925624
Eritrea,ERI,2007,33.77784388416208
Eritrea,ERI,2008,27.220434941326612
Eritrea,ERI,2009,66.72235210379625
Eritrea,ERI,2010,37.959392893613725
Eritrea,ERI,2011,111.79704682050607
Eritrea,ERI,2012,79.72067725853852
Eritrea,ERI,2013,90.4339144791915
Estonia,EST,2005,236.64545802442166
Estonia,EST,2006,267.00562862221864
Estonia,EST,2007,352.1651294957718
Estonia,EST,2008,214.2830200657613
Estonia,EST,2009,212.29284225262293
Estonia,EST,2010,186.8700633472539
Estonia,EST,2011,233.65890242819145
Estonia,EST,2012,292.23187960460706
Estonia,EST,2013,356.7086262012318
Ethiopia,ETH,2005,-3400.415149442564
Ethiopia,ETH,2006,-3608.5476276144454
Ethiopia,ETH,2007,-2583.36638182736
Ethiopia,ETH,2008,-1964.7678923169515
Ethiopia,ETH,2009,-2620.901003876781
Ethiopia,ETH,2010,-1019.1647162514528
Ethiopia,ETH,2011,298.36944276793656
Ethiopia,ETH,2012,2208.2785458170474
Ethiopia,ETH,2013,1612.0239155924573
Fiji,FJI,2005,-437.292070136393
Fiji,FJI,2006,-341.509542197756
Fiji,FJI,2007,-183.28308623672547
Fiji,FJI,2008,-14.670361539381247
Fiji,FJI,2009,21.11349542062294
Fiji,FJI,2010,-2.9303330825283638
Fiji,FJI,2011,103.86275931027637
Fiji,FJI,2012,95.19147415150667
Fiji,FJI,2013,-324.01217051363415
Finland,FIN,2005,2329.3503177701455
Finland,FIN,2006,1986.3737045773419
Finland,FIN,2007,2639.791640747863
Finland,FIN,2008,2103.82937696088
Finland,FIN,2009,1864.7708791334721
Finland,FIN,2010,2008.8793961290467
Finland,FIN,2011,1706.7450247267586
Finland,FIN,2012,2448.482457802878
Finland,FIN,2013,1388.855756683662
France,FRA,2005,39049.00127015411
France,FRA,2006,36215.11105849618
France,FRA,2007,32482.639386598992
France,FRA,2008,29031.762760887
France,FRA,2009,26503.012632330876
France,FRA,2010,24171.714236792875
France,FRA,2011,23363.77182433053
France,FRA,2012,25091.081856529177
France,FRA,2013,21888.559406761666
French Guiana,GUF,2005,0
French Guiana,GUF,2006,0
French Guiana,GUF,2007,0
French Guiana,GUF,2008,0
French Guiana,GUF,2009,0
French Guiana,GUF,2010,0
French Guiana,GUF,2011,0
French Guiana,GUF,2012,0
French Guiana,GUF,2013,0
French Polynesia,PYF,2005,90.40063278700454
French Polynesia,PYF,2006,169.59002882417627
French Polynesia,PYF,2007,395.53868446307985
French Polynesia,PYF,2008,228.6491392588379
French Polynesia,PYF,2009,97.27309760748655
French Polynesia,PYF,2010,104.20793753810878
French Polynesia,PYF,2011,102.08319577620038
French Polynesia,PYF,2012,93.49245206305127
French Polynesia,PYF,2013,101.02333601311778
Gabon,GAB,2005,554.384798391713
Gabon,GAB,2006,488.9777199672303
Gabon,GAB,2007,475.9316865736414
Gabon,GAB,2008,257.78608608015566
Gabon,GAB,2009,437.56506477950916
Gabon,GAB,2010,150.9137334811212
Gabon,GAB,2011,227.05226539877367
Gabon,GAB,2012,344.62967088660434
Gabon,GAB,2013,362.18761751465354
Gambia,GMB,2005,342.813203147096
Gambia,GMB,2006,431.7978747121144
Gambia,GMB,2007,324.6390262564041
Gambia,GMB,2008,238.0820759832816
Gambia,GMB,2009,667.6395810256397
Gambia,GMB,2010,564.9258496835471
Gambia,GMB,2011,750.3401400424976
Gambia,GMB,2012,685.5063109852409
Gambia,GMB,2013,128.52651757623036
Georgia,GEO,2005,326.44974008353984
Georgia,GEO,2006,334.1153801040067
Georgia,GEO,2007,418.35120682259344
Georgia,GEO,2008,354.0098335099251
Georgia,GEO,2009,347.4441891142851
Georgia,GEO,2010,419.191445361608
Georgia,GEO,2011,639.4163725271583
Georgia,GEO,2012,1102.8686138470764
